Compound;Name;Gene Name;AOP;AOP Name;Event;Event Name;Event Class;AC50;logAC50;Intended Target Family
Perfluorooctanesulfonic acid ; NVS_NR_rAR;Ar;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;4.27;0.631;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_ADME_hCYP2C8;CYP2C8;-;;-;;;4.70;0.672;cyp
Perfluorooctanesulfonic acid ; NVS_ADME_hCYP2C19;CYP2C19;-;;-;;;4.91;0.691;cyp
Perfluorooctanesulfonic acid ; NVS_GPCR_hAdoRA2a;ADORA2A;-;;-;;;5.17;0.713;gpcr
Perfluorooctanesulfonic acid ; NVS_ENZ_hPPP2CA;PPP2CA;-;;-;;;5.39;0.732;phosphatase
Perfluorooctanesulfonic acid ; APR_HepG2_p53Act_72h_up;TP53;-;;-;;;5.43;0.735;dna binding
Perfluorooctanesulfonic acid ; NVS_ENZ_hAMPKa1;PRKAA1;-;;-;;;5.47;0.738;kinase
Perfluorooctanesulfonic acid ; ATG_NRF2_ARE_CIS_up;NFE2L2;-;;-;;;5.82;0.765;dna binding
Perfluorooctanesulfonic acid ; BSK_LPS_IL8_up;CXCL8;-;;-;;;5.85;0.767;cytokine
Perfluorooctanesulfonic acid ; NVS_NR_hPPARg;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;5.94;0.774;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_GPCR_h5HT7;HTR7;-;;-;;;7.26;0.861;gpcr
Perfluorooctanesulfonic acid ; NVS_NR_cAR;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;7.31;0.864;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_ENZ_hPI3Ka;PIK3CA;-;;-;;;7.42;0.871;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hSIRT2;SIRT2;-;;-;;;7.58;0.880;hydrolase
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTEN;PTEN;-;;-;;;7.66;0.885;phosphatase
Perfluorooctanesulfonic acid ; APR_HepG2_OxidativeStress_72h_up;-;-;;-;;;7.98;0.902;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hMMP13;MMP13;-;;-;;;8.08;0.907;protease
Perfluorooctanesulfonic acid ; APR_HepG2_NuclearSize_72h_dn;-;-;;-;;;8.10;0.908;cell morphology
Perfluorooctanesulfonic acid ; APR_HepG2_MitoticArrest_72h_up;-;-;;-;;;8.10;0.909;cell cycle
Perfluorooctanesulfonic acid ; BSK_hDFCGF_Proliferation_down;-;-;;-;;;8.17;0.912;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hVEGFR3;FLT4;-;;-;;;8.36;0.922;kinase
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_YSE_up;-;-;;-;;;8.65;0.937;malformation
Perfluorooctanesulfonic acid ; NVS_ENZ_hTie2;TEK;-;;-;;;8.69;0.939;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hVEGFR1;FLT1;-;;-;;;8.92;0.950;kinase
Perfluorooctanesulfonic acid ; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;9.42;0.974;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_ENZ_hPDE4A1;PDE4A;-;;-;;;9.62;0.983;esterase
Perfluorooctanesulfonic acid ; NVS_ENZ_hHDAC3;HDAC3;-;;-;;;9.92;0.996;hydrolase
Perfluorooctanesulfonic acid ; BSK_3C_Vis_down;-;-;;-;;;10.4;1.02;cell morphology
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPN13;PTPN13;-;;-;;;10.5;1.02;phosphatase
Perfluorooctanesulfonic acid ; BSK_BE3C_HLADR_down;HLA-DRA;-;;-;;;10.6;1.03;cell adhesion molecules
Perfluorooctanesulfonic acid ; BSK_BE3C_TGFb1_down;TGFB1;-;;-;;;10.9;1.04;growth factor
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPRF;PTPRF;-;;-;;;11.1;1.05;phosphatase
Perfluorooctanesulfonic acid ; NIS_RAIU_inhibition;SLC5A5;-;;-;;;11.2;1.05;transporter
Perfluorooctanesulfonic acid ; NVS_GPCR_hPY2;P2RY1;-;;-;;;11.8;1.07;gpcr
Perfluorooctanesulfonic acid ; NVS_ENZ_oCOX2;PTGS2;103;Cyclooxygenase inhibition leading to reproductive dysfunction via interference with spindle assembly checkpoint;79;Inhibition, Cyclooxygenase activity;MIE ;11.9;1.08;oxidoreductase
Perfluorooctanesulfonic acid ; BSK_SAg_CD40_down;CD40;-;;-;;;12.0;1.08;cytokine
Perfluorooctanesulfonic acid ; BSK_BE3C_tPA_down;PLAT;-;;-;;;12.2;1.09;protease
Perfluorooctanesulfonic acid ; BSK_CASM3C_VCAM1_down;VCAM1;-;;-;;;12.4;1.09;cell adhesion molecules
Perfluorooctanesulfonic acid ; BSK_KF3CT_MMP9_down;MMP9;-;;-;;;12.4;1.09;protease
Perfluorooctanesulfonic acid ; NVS_ENZ_hInsR;INSR;-;;-;;;12.5;1.10;kinase
Perfluorooctanesulfonic acid ; NVS_GPCR_hOpiate_D1;OPRD1;-;;-;;;12.6;1.10;gpcr
Perfluorooctanesulfonic acid ; NVS_NR_hAR;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;12.6;1.10;nuclear receptor
Perfluorooctanesulfonic acid ; BSK_3C_uPAR_down;PLAUR;-;;-;;;13.0;1.11;cytokine
Perfluorooctanesulfonic acid ; NVS_ENZ_hZAP70;ZAP70;-;;-;;;13.5;1.13;kinase
Perfluorooctanesulfonic acid ; BSK_3C_SRB_down;-;-;;-;;;13.6;1.13;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hCASP5;CASP5;-;;-;;;13.6;1.13;protease
Perfluorooctanesulfonic acid ; BSK_BE3C_PAI1_down;SERPINE1;-;;-;;;14.4;1.16;cytokine
Perfluorooctanesulfonic acid ; BSK_BE3C_IP10_down;CXCL10;-;;-;;;14.5;1.16;cytokine
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPRC;PTPRC;-;;-;;;16.0;1.20;phosphatase
Perfluorooctanesulfonic acid ; NVS_GPCR_hTXA2;TBXA2R;-;;-;;;16.1;1.21;gpcr
Perfluorooctanesulfonic acid ; NVS_ENZ_hPPP1CA;PPP1CA;-;;-;;;16.1;1.21;phosphatase
Perfluorooctanesulfonic acid ; NVS_GPCR_h5HT5A;HTR5A;-;;-;;;16.7;1.22;gpcr
Perfluorooctanesulfonic acid ; NVS_GPCR_hAdra2C;ADRA2C;-;;-;;;16.8;1.22;gpcr
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_TRUN_up;-;-;;-;;;16.8;1.22;malformation
Perfluorooctanesulfonic acid ; APR_HepG2_MitoMass_72h_dn;-;-;;-;;;17.5;1.24;cell morphology
Perfluorooctanesulfonic acid ; NVS_NR_hCAR_Antagonist;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;17.6;1.25;nuclear receptor
Perfluorooctanesulfonic acid ; ATG_ERE_CIS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;18.1;1.26;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_ENZ_hMMP9;MMP9;-;;-;;;18.4;1.27;protease
Perfluorooctanesulfonic acid ; NVS_ENZ_hMMP3;MMP3;-;;-;;;18.8;1.27;protease
Perfluorooctanesulfonic acid ; NVS_ENZ_hEGFR;EGFR;-;;-;;;19.1;1.28;kinase
Perfluorooctanesulfonic acid ; NVS_GPCR_hDRD4.4;DRD4;-;;-;;;19.3;1.29;gpcr
Perfluorooctanesulfonic acid ; BSK_hDFCGF_VCAM1_down;VCAM1;-;;-;;;19.3;1.29;cell adhesion molecules
Perfluorooctanesulfonic acid ; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;19.7;1.30;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_ENZ_hCDK6;CDK6;-;;-;;;20.0;1.30;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hDYRK1a;DYRK1A;-;;-;;;20.7;1.32;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hEphA2;EPHA2;-;;-;;;20.8;1.32;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hFGFR1;FGFR1;-;;-;;;20.8;1.32;kinase
Perfluorooctanesulfonic acid ; BSK_KF3CT_IP10_down;CXCL10;-;;-;;;21.6;1.33;cytokine
Perfluorooctanesulfonic acid ; NVS_GPCR_gLTB4;Ltb4r;-;;-;;;21.8;1.34;gpcr
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPN12;PTPN12;-;;-;;;21.8;1.34;phosphatase
Perfluorooctanesulfonic acid ; NVS_ENZ_hBTK;BTK;-;;-;;;21.9;1.34;kinase
Perfluorooctanesulfonic acid ; NVS_NR_bPR;PGR;-;;-;;;22.2;1.35;nuclear receptor
Perfluorooctanesulfonic acid ; BSK_KF3CT_IL1a_down;IL1A;-;;-;;;22.5;1.35;cytokine
Perfluorooctanesulfonic acid ; NVS_NR_hPR;PGR;-;;-;;;22.6;1.35;nuclear receptor
Perfluorooctanesulfonic acid ; BSK_hDFCGF_SRB_down;-;-;;-;;;22.9;1.36;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hCSF1R;CSF1R;-;;-;;;23.0;1.36;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPN6;PTPN6;-;;-;;;23.3;1.37;phosphatase
Perfluorooctanesulfonic acid ; ATG_DR4_LXR_CIS_dn;NR1H3;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;23.8;1.38;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_GPCR_h5HT6;HTR6;-;;-;;;24.0;1.38;gpcr
Perfluorooctanesulfonic acid ; NVS_ENZ_hACP1;ACP1;-;;-;;;24.1;1.38;phosphatase
Perfluorooctanesulfonic acid ; NVS_ENZ_hCK1a;CSNK1A1;-;;-;;;24.2;1.38;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPN11;PTPN11;-;;-;;;24.3;1.38;phosphatase
Perfluorooctanesulfonic acid ; NVS_GPCR_hLTB4_BLT1;LTB4R;-;;-;;;24.3;1.39;gpcr
Perfluorooctanesulfonic acid ; NVS_ENZ_hRAF1;RAF1;-;;-;;;24.4;1.39;kinase
Perfluorooctanesulfonic acid ; BSK_KF3CT_TGFb1_down;TGFB1;-;;-;;;24.5;1.39;growth factor
Perfluorooctanesulfonic acid ;BSK_hDFCGF_IP10_down;CXCL10;-;;-;;;24.8;1.39;cytokine
Perfluorooctanesulfonic acid ; TOX21_ARE_BLA_agonist_ratio;NFE2L2;-;;-;;;25.2;1.40;DNA binding
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPRB;PTPRB;-;;-;;;25.4;1.40;phosphatase
Perfluorooctanesulfonic acid ; TOX21_ERb_BLA_Agonist_viability;-;-;;-;;;25.4;1.41;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hGSK3b;GSK3B;-;;-;;;25.5;1.41;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hPDE5;PDE5A;-;;-;;;25.6;1.41;esterase
Perfluorooctanesulfonic acid ; NVS_ENZ_hMet;MET;-;;-;;;25.7;1.41;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hDUSP3;DUSP3;-;;-;;;26.0;1.41;phosphatase
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_SNOU_up;-;-;;-;;;26.0;1.42;malformation
Perfluorooctanesulfonic acid ; NVS_ENZ_hAKT2;AKT2;-;;-;;;26.2;1.42;kinase
Perfluorooctanesulfonic acid ; BSK_BE3C_IL1a_down;IL1A;-;;-;;;26.3;1.42;cytokine
Perfluorooctanesulfonic acid ; NVS_ENZ_hCK1D;CSNK1D;-;;-;;;26.4;1.42;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hPKA;PRKACA;-;;-;;;26.4;1.42;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hPAK4;PAK4;-;;-;;;26.5;1.42;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPN2;PTPN2;-;;-;;;26.6;1.42;phosphatase
Perfluorooctanesulfonic acid ; ATG_PPARg_TRANS_up;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;26.7;1.43;nuclear receptor
Perfluorooctanesulfonic acid ; NVS_ENZ_hAurA;AURKA;-;;-;;;26.8;1.43;kinase
Perfluorooctanesulfonic acid ; NVS_GPCR_gLTD4;Cysltr1;-;;-;;;27.2;1.43;gpcr
Perfluorooctanesulfonic acid ; TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;27.7;1.44;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hLynA_Activator;LYN;-;;-;;;27.8;1.44;kinase
Perfluorooctanesulfonic acid ; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;27.9;1.45;cell cycle
Perfluorooctanesulfonic acid ; NVS_GPCR_hNPY2;NPY2R;-;;-;;;28.0;1.45;gpcr
Perfluorooctanesulfonic acid ; TOX21_RT_HEK293_FLO_24hr_viability;-;-;;-;;;28.1;1.45;cell cycle
Perfluorooctanesulfonic acid ; NVS_NR_hRAR_Antagonist;RARA;-;;-;;;28.4;1.45;nuclear receptor
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_PE_up;-;-;;-;;;28.7;1.46;malformation
Perfluorooctanesulfonic acid ; Tanguay_ZF_120hpf_JAW_up;-;-;;-;;;29.2;1.47;malformation
Perfluorooctanesulfonic acid ; NVS_ENZ_hMsk1;RPS6KA5;-;;-;;;29.7;1.47;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hSGK1;SGK1;-;;-;;;29.8;1.47;kinase
Perfluorooctanesulfonic acid ; TOX21_RT_HEK293_FLO_16hr_viability;-;-;;-;;;29.8;1.47;cell cycle
Perfluorooctanesulfonic acid ; BSK_BE3C_SRB_down;-;-;;-;;;29.8;1.47;cell cycle
Perfluorooctanesulfonic acid ; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;30.1;1.48;cell cycle
Perfluorooctanesulfonic acid ; TOX21_FXR_BLA_agonist_viability;-;-;;-;;;30.1;1.48;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hTrkA;NTRK1;-;;-;;;30.2;1.48;kinase
Perfluorooctanesulfonic acid ; TOX21_ERb_BLA_Antagonist_viability;-;-;;-;;;30.3;1.48;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hMAPK1;MAPK1;-;;-;;;30.4;1.48;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hIKKa;CHUK;-;;-;;;30.4;1.48;kinase
Perfluorooctanesulfonic acid ; TOX21_RT_HEK293_FLO_08hr_viability;-;-;;-;;;30.7;1.49;cell cycle
Perfluorooctanesulfonic acid ; BSK_hDFCGF_CollagenIII_down;COL3A1;-;;-;;;30.7;1.49;cell adhesion molecules
Perfluorooctanesulfonic acid ; NVS_ENZ_hPTPRM;PTPRM;-;;-;;;31.0;1.49;phosphatase
Perfluorooctanesulfonic acid ; NVS_GPCR_hAdrb1;ADRB1;-;;-;;;31.2;1.49;gpcr
Perfluorooctanesulfonic acid ; TOX21_FXR_BLA_antagonist_viability;-;-;;-;;;31.4;1.50;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hMAPK3;MAPK3;-;;-;;;31.5;1.50;kinase
Perfluorooctanesulfonic acid ; NVS_ENZ_hVEGFR2;KDR;43;Disruption of VEGFR Signaling Leading to Developmental Defects;305;Inhibition, VegfR2 ;MIE ;32.2;1.51;kinase
Perfluorooctanesulfonic acid ; BSK_KF3CT_TIMP2_down;TIMP2;-;;-;;;32.3;1.51;protease inhibitor
Perfluorooctanesulfonic acid ; NVS_ENZ_hMARK1;MARK1;-;;-;;;32.5;1.51;kinase
Perfluorooctanesulfonic acid ; TOX21_MMP_ratio_up;-;-;;-;;;33.2;1.52;cell morphology
Perfluorooctanesulfonic acid ; NVS_ENZ_hFGFR3;FGFR3;-;;-;;;33.3;1.52;kinase
Perfluorooctanesulfonic acid ; ATG_AP_1_CIS_up;FOS;-;;-;;;33.7;1.53;dna binding
Perfluorooctanesulfonic acid ; ACEA_AR_antagonist_AUC_viability;-;-;;-;;;33.7;1.53;cell cycle
Perfluorooctanesulfonic acid ; NVS_ENZ_hROCK1;ROCK1;-;;-;;;33.9;1.53;kinase
Perfluorooctanesulfonic acid ; ATG_PPRE_CIS_up;PPARA;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;33.9;1.53;nuclear receptor
Perfluorooctanesulfonic acid ; ATG_Sp1_CIS_up;SP1;-;;-;;;34.0;1.53;dna binding
Perfluorooctanesulfonic acid ; BSK_BE3C_uPA_down;PLAU;-;;-;;;34.1;1.53;protease
Perfluorooctanesulfonic acid ; CLD_CYP2B6_24hr;CYP2B6;-;;-;;;34.5;1.54;cyp
Perfluorooctanesulfonic acid ; NVS_ENZ_hMAPKAPK5;MAPKAPK5;-;;-;;;36.4;1.56;kinase
Perfluorooctanesulfonic acid ; BSK_hDFCGF_MCSF_down;CSF1;-;;-;;;36.6;1.56;cytokine
Chlorinated paraffins:C12, 60% chlorine;TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;1.65e-3;-2.78;cell cycle
Chlorinated paraffins:C12, 60% chlorine; TOX21_RT_HEK293_FLO_24hr_viability;-;-;;-;;;1.65e-3;-2.78;cell cycle
Chlorinated paraffins:C12, 60% chlorine; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;1.65e-3;-2.78;cell cycle
Chlorinated paraffins:C12, 60% chlorine; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;0.855;-6.80e-2;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;1.50;0.177;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_DR5_CIS_up;RARB;-;;-;;;3.09;0.491;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_PBREM_CIS_up;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;3.16;0.500;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_VDRE_CIS_up;VDR;-;;-;;;4.22;0.625;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_FXR_TRANS_up;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;8.63;0.936;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_ERa_TRANS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;9.12;0.960;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_DR4_LXR_CIS_up;NR1H3;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;10.1;1.01;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_IR1_CIS_up;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;11.1;1.05;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_RXRb_TRANS_up;RXRB;-;;-;;;14.4;1.16;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; ATG_PPARg_TRANS_up;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;20.4;1.31;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;25.4;1.41;cell cycle
Chlorinated paraffins:C12, 60% chlorine; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;26.5;1.42;cell cycle
Chlorinated paraffins:C12, 60% chlorine; TOX21_FXR_BLA_antagonist_ratio;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;31.7;1.50;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; TOX21_AR_BLA_Antagonist_ratio;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;32.9;1.52;nuclear receptor
Chlorinated paraffins:C12, 60% chlorine; TOX21_VDR_BLA_Agonist_viability;-;-;;-;;;33.2;1.52;cell cycle
Chlorinated paraffins:C12, 60% chlorine; TOX21_MMP_ratio_down;-;-;;-;;;40.6;1.61;cell morphology
Endosulfan I;ATG_RARa_TRANS_up;RARA;-;;-;;;1.38;0.141;nuclear receptor
Endosulfan I; ATG_DR5_CIS_up;RARB;-;;-;;;1.83;0.262;nuclear receptor
Endosulfan I; ATG_ERE_CIS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;2.45;0.390;nuclear receptor
Endosulfan I; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;2.52;0.401;nuclear receptor
Endosulfan I; ATG_ERa_TRANS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;2.97;0.472;nuclear receptor
Endosulfan I; ACEA_AR_antagonist_AUC_viability;-;-;;-;;;3.28;0.516;cell cycle
Endosulfan I; OT_ER_ERbERb_1440;ESR2;-;;-;;;5.12;0.709;nuclear receptor
Endosulfan I; ATG_PXR_TRANS_up;NR1I2;60;Estrogen receptor activation leading to breast cancer;245;Activation, PXR/SXR ;MIE ;5.43;0.735;nuclear receptor
Endosulfan I; ATG_VDRE_CIS_up;VDR;-;;-;;;5.72;0.757;nuclear receptor
Endosulfan I; TOX21_ERa_LUC_BG1_Agonist;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;5.90;0.771;nuclear receptor
Endosulfan I; CEETOX_H295R_PROG_dn;PGR;-;;-;;;7.69;0.886;steroid hormone
Endosulfan I; ACEA_AR_antagonist_80hr;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;7.76;0.890;nuclear receptor
Endosulfan I; OT_ERa_EREGFP_0480;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;;11.1;1.04;nuclear receptor
Endosulfan I; OT_ER_ERaERb_1440;ESR2;-;;-;;;11.5;1.06;nuclear receptor
Endosulfan I; TOX21_TSHR_Agonist_ratio;TSHR;-;;-;;;11.6;1.06;gpcr
Endosulfan I; CEETOX_H295R_OHPREG_dn;PGR;-;;-;;;13.8;1.14;steroid hormone
Endosulfan I; CEETOX_H295R_DOC_dn;NR3C1;66;Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis;654;Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists;MIE ;14.2;1.15;steroid hormone
Endosulfan I; OT_ER_ERbERb_0480;ESR2;-;;-;;;15.6;1.19;nuclear receptor
Endosulfan I; ATG_DR4_LXR_CIS_dn;NR1H3;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;17.0;1.23;nuclear receptor
Endosulfan I; NVS_NR_hPPARg;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;18.1;1.26;nuclear receptor
Endosulfan I; ATG_PBREM_CIS_up;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;18.7;1.27;nuclear receptor
Endosulfan I; ATG_IR1_CIS_dn;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;20.3;1.31;nuclear receptor
Endosulfan I; TOX21_AP1_BLA_Agonist_ratio;FOS|JUN;-;;-;;;23.9;1.38;DNA binding
Endosulfan I; TOX21_CAR_Agonist;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;26.8;1.43;nuclear receptor
Endosulfan I; ATG_STAT3_CIS_up;STAT3;-;;-;;;30.0;1.48;dna binding
Endosulfan I; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;31.7;1.50;cell cycle
Endosulfan I; TOX21_RT_HEK293_GLO_40hr_viability;-;-;;-;;;31.9;1.50;cell cycle
Endosulfan I; TOX21_RT_HEK293_GLO_32hr_viability;-;-;;-;;;32.2;1.51;cell cycle
Endosulfan I; TOX21_VDR_BLA_Agonist_viability;-;-;;-;;;33.3;1.52;cell cycle
Endosulfan I; TOX21_RT_HEK293_GLO_24hr_viability;-;-;;-;;;33.8;1.53;cell cycle
Endosulfan I; TOX21_HRE_BLA_Agonist_viability;-;-;;-;;;36.6;1.56;cell cycle
Endosulfan I; TOX21_DT40;-;-;;-;;;36.6;1.56;cell cycle
Endosulfan I; TOX21_DT40_100;-;-;;-;;;38.3;1.58;cell cycle
Endosulfan I; OT_FXR_FXRSRC1_1440;NR1H4;61;NFE2L2/FXR activation leading to hepatic steatosis;479;Activation, NR1H4;MIE ;39.6;1.60;nuclear receptor
Endosulfan I; TOX21_RT_HEPG2_GLO_16hr_ctrl_viability;-;-;;-;;;39.7;1.60;cell cycle
Endosulfan I; TOX21_ERa_BLA_Antagonist_ratio;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;41.4;1.62;nuclear receptor
Endosulfan I; TOX21_AR_BLA_Antagonist_ratio;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;41.7;1.62;nuclear receptor
Endosulfan I; TOX21_MMP_ratio_down;-;-;;-;;;43.8;1.64;cell morphology
Endosulfan I; TOX21_RT_HEPG2_FLO_16hr_ctrl_viability;-;-;;-;;;44.2;1.65;cell cycle
